date,1001,1002,1003,1004,1005,1006,1007,1008,1009,1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023,1024,1025
1969-12-31,,,,,,,,,,,,,,100.0,,,,,,,,,,,
1970-01-04,90.06999969,,,,,,,,,2521.419922,,,,,,,,,,,,,,,
1970-01-05,81.44000244,,,,,,,,,2114.320068,,,,,,,,,,,,,,,
1970-01-06,77.83999634,,,,,,,,,2082.3701170000004,,,,,,,,,,,,,,,
1970-01-07,72.94000244,,,,,,,,,2148.790039,,,,,,,,,,,,,,,
1970-01-09,80.94999695,,,,,,,,,2130.540039,,,,,,,,,,,,,,,
1970-01-10,84.31999969,,,,,,,,,2061.649902,,,,,,,,,,,,,,,
1970-01-12,87.47000122,,,,,,,,,2027.369995,,,,,,,,,,,,,,,
1970-01-30,,,,,,,,,,,,,,94.2489,,,,,,,,,,,
1970-02-02,85.75,,,,,,,,,2310.449951,,,,,,,,,,,,,,,
1970-02-03,89.70999908,,,,,,,,,2399.76001,,,,,,,,,,,,,,,
1970-02-04,89.79000092,,,,,,,,,2522.840088,,,,,,,,,,,,,,,
1970-02-05,,,,,,,,,,,,,,,,,,,,,,,,,
1970-02-06,77.83999634,,,,,,,,,2082.3701170000004,,,,,,,,,,,,,,,
1970-02-07,72.91999817,,,,,,,,,2148.790039,,,,,,,,,,,,,,,
1970-02-09,80.95999908,,,,,,,,,2130.540039,,,,,,,,,,,,,,,
1970-02-10,85.16000366,,,,,,,,,2065.590088,,,,,,,,,,,,,,,
1970-02-11,83.51000214,,,,,,,,,2139.320068,,,,,,,,,,,,,,,
1970-02-12,88.48000336,,,,,,,,,2017.119995,,,,,,,,,,,,,,,
1970-02-13,86.54000092,,,,,,,,,2298.649902,,,,,,,,,,,,,,,
1970-02-16,86.47000122,,,,,,,,,2293.929932,,,,,,,,,,,,,,,
1970-02-17,86.37000275,,,,,,,,,2294.709961,,,,,,,,,,,,,,,
1970-02-18,87.44000244,,,,,,,,,2313.22998,,,,,,,,,,,,,,,
1970-02-19,87.76000214,,,,,,,,,2324.399902,,,,,,,,,,,,,,,
1970-02-20,88.02999878,,,,,,,,,2322.97998,,,,,,,,,,,,,,,
1970-02-23,,,,,,,,,,2361.469971,,,,,,,,,,,,,,,
1970-02-24,87.98999786,,,,,,,,,2375.459961,,,,,,,,,,,,,,,
